priority_rank,sku,product_name,category,location,zone,latest_system_qty,latest_physical_qty,quantity_variance,absolute_quantity_variance,unit_cost,inventory_value,location_adjustment_exposure,variance_event_count,recurring_variance,count_records,recount_count,recount_rate,transaction_volume,location_recurrence_flag,control_tier,control_reason,count_action_flag,priority_score,recommended_count_frequency
2000,SKU0066,Consumables 0066,Consumables,Z3-B04,Z3,281,281,0,0,8.20,2304.20,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2001,SKU0069,Shipping Supplies 0069,Shipping Supplies,Z1-B01,Z1,399,399,0,0,19.30,7700.70,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2002,SKU0085,Tools 0085,Tools,Z1-B01,Z1,188,188,0,0,78.50,14758.00,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2003,SKU0102,Electrical Components 0102,Electrical Components,Z2-B01,Z2,0,0,0,0,21.40,0.00,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2004,SKU0102,Electrical Components 0102,Electrical Components,Z3-B04,Z3,337,337,0,0,21.40,7211.80,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2005,SKU0122,Electrical Components 0122,Electrical Components,Z3-B04,Z3,297,297,0,0,95.40,28333.80,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2006,SKU0129,Shipping Supplies 0129,Shipping Supplies,Z2-B01,Z2,745,745,0,0,121.30,90368.50,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2007,SKU0131,Industrial Supplies 0131,Industrial Supplies,Z1-B03,Z1,190,190,0,0,8.70,1653.00,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2008,SKU0150,Material Handling 0150,Material Handling,Z3-B04,Z3,370,370,0,0,79.00,29230.00,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2009,SKU0154,Packaging 0154,Packaging,Z3-B04,Z3,682,682,0,0,93.80,63971.60,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2010,SKU0172,Electrical Components 0172,Electrical Components,Z3-B02,Z3,692,692,0,0,40.40,27956.80,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2011,SKU0174,Packaging 0174,Packaging,Z3-B04,Z3,728,728,0,0,47.80,34798.40,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2012,SKU0175,Tools 0175,Tools,Z3-B04,Z3,39,39,0,0,51.50,2008.50,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2013,SKU0176,Consumables 0176,Consumables,Z1-B03,Z1,0,0,0,0,55.20,0.00,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2014,SKU0217,Fasteners 0217,Fasteners,Z1-B01,Z1,342,342,0,0,86.90,29719.80,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2015,SKU0245,Tools 0245,Tools,Z1-B01,Z1,351,351,0,0,70.50,24745.50,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2016,SKU0273,Safety Supplies 0273,Safety Supplies,Z1-B01,Z1,426,426,0,0,54.10,23046.60,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2017,SKU0285,Tools 0285,Tools,Z2-B01,Z2,697,697,0,0,98.50,68654.50,0.00,0,N,13,0,0.00,188,N,Routine,Routine: no recurring variance or recount pattern,N,9.45,Quarterly
2018,SKU0005,Tools 0005,Tools,Z3-B01,Z3,614,614,0,0,22.50,13815.00,0.00,0,N,13,0,0.00,187,N,Routine,Routine: no recurring variance or recount pattern,N,9.40,Quarterly
2019,SKU0032,Electrical Components 0032,Electrical Components,Z3-B02,Z3,499,499,0,0,122.40,61077.60,0.00,0,N,13,0,0.00,187,N,Routine,Routine: no recurring variance or recount pattern,N,9.40,Quarterly
2020,SKU0045,Tools 0045,Tools,Z3-B02,Z3,42,42,0,0,50.50,2121.00,0.00,0,N,13,0,0.00,187,N,Routine,Routine: no recurring variance or recount pattern,N,9.40,Quarterly
2021,SKU0085,Tools 0085,Tools,Z3-B01,Z3,434,434,0,0,78.50,34069.00,0.00,0,N,13,0,0.00,187,N,Routine,Routine: no recurring variance or recount pattern,N,9.40,Quarterly
2022,SKU0120,Material Handling 0120,Material Handling,Z1-B02,Z1,725,725,0,0,88.00,63800.00,0.00,0,N,13,0,0.00,187,N,Routine,Routine: no recurring variance or recount pattern,N,9.40,Quarterly
2023,SKU0123,Safety Supplies 0123,Safety Supplies,Z2-B03,Z2,402,402,0,0,99.10,39838.20,0.00,0,N,13,0,0.00,187,N,Routine,Routine: no recurring variance or recount pattern,N,9.40,Quarterly
2024,SKU0141,Industrial Supplies 0141,Industrial Supplies,Z3-B01,Z3,333,333,0,0,45.70,15218.10,0.00,0,N,13,0,0.00,187,N,Routine,Routine: no recurring variance or recount pattern,N,9.40,Quarterly
2025,SKU0154,Packaging 0154,Packaging,Z2-B04,Z2,669,669,0,0,93.80,62752.20,0.00,0,N,13,0,0.00,187,N,Routine,Routine: no recurring variance or recount pattern,N,9.40,Quarterly
2026,SKU0194,Packaging 0194,Packaging,Z3-B01,Z3,33,33,0,0,121.80,4019.40,0.00,0,N,13,0,0.00,187,N,Routine,Routine: no recurring variance or recount pattern,N,9.40,Quarterly
2027,SKU0201,Industrial Supplies 0201,Industrial Supplies,Z1-B01,Z1,612,612,0,0,27.70,16952.40,0.00,0,N,13,0,0.00,187,N,Routine,Routine: no recurring variance or recount pattern,N,9.40,Quarterly
2028,SKU0246,Consumables 0246,Consumables,Z3-B04,Z3,580,580,0,0,74.20,43036.00,0.00,0,N,13,0,0.00,187,N,Routine,Routine: no recurring variance or recount pattern,N,9.40,Quarterly
2029,SKU0256,Consumables 0256,Consumables,Z1-B02,Z1,517,517,0,0,111.20,57490.40,0.00,0,N,13,0,0.00,187,N,Routine,Routine: no recurring variance or recount pattern,N,9.40,Quarterly
2030,SKU0265,Tools 0265,Tools,Z1-B01,Z1,581,581,0,0,24.50,14234.50,0.00,0,N,13,0,0.00,187,N,Routine,Routine: no recurring variance or recount pattern,N,9.40,Quarterly
2031,SKU0028,Maintenance Parts 0028,Maintenance Parts,Z1-B03,Z1,15,15,0,0,107.60,1614.00,0.00,0,N,13,0,0.00,186,N,Routine,Routine: no recurring variance or recount pattern,N,9.35,Quarterly
2032,SKU0166,Consumables 0166,Consumables,Z3-B01,Z3,24,24,0,0,18.20,436.80,0.00,0,N,13,0,0.00,186,N,Routine,Routine: no recurring variance or recount pattern,N,9.35,Quarterly
2033,SKU0203,Safety Supplies 0203,Safety Supplies,Z3-B04,Z3,41,41,0,0,35.10,1439.10,0.00,0,N,13,0,0.00,186,N,Routine,Routine: no recurring variance or recount pattern,N,9.35,Quarterly
2034,SKU0231,Industrial Supplies 0231,Industrial Supplies,Z2-B04,Z2,3,3,0,0,18.70,56.10,0.00,0,N,13,0,0.00,186,N,Routine,Routine: no recurring variance or recount pattern,N,9.35,Quarterly
2035,SKU0287,Fasteners 0287,Fasteners,Z3-B04,Z3,0,0,0,0,105.90,0.00,0.00,0,N,13,0,0.00,186,N,Routine,Routine: no recurring variance or recount pattern,N,9.35,Quarterly
2036,SKU0055,Tools 0055,Tools,Z2-B04,Z2,5,5,0,0,87.50,437.50,0.00,0,N,13,0,0.00,185,N,Routine,Routine: no recurring variance or recount pattern,N,9.30,Quarterly
2037,SKU0094,Packaging 0094,Packaging,Z3-B04,Z3,332,332,0,0,111.80,37117.60,0.00,0,N,13,0,0.00,185,N,Routine,Routine: no recurring variance or recount pattern,N,9.30,Quarterly
2038,SKU0130,Material Handling 0130,Material Handling,Z1-B01,Z1,13,13,0,0,5.00,65.00,0.00,0,N,13,0,0.00,185,N,Routine,Routine: no recurring variance or recount pattern,N,9.30,Quarterly
2039,SKU0137,Fasteners 0137,Fasteners,Z1-B01,Z1,627,627,0,0,30.90,19374.30,0.00,0,N,13,0,0.00,185,N,Routine,Routine: no recurring variance or recount pattern,N,9.30,Quarterly
2040,SKU0074,Packaging 0074,Packaging,Z2-B01,Z2,0,0,0,0,37.80,0.00,0.00,0,N,13,0,0.00,184,N,Routine,Routine: no recurring variance or recount pattern,N,9.25,Quarterly
2041,SKU0232,Electrical Components 0232,Electrical Components,Z1-B02,Z1,129,129,0,0,22.40,2889.60,0.00,0,N,13,0,0.00,184,N,Routine,Routine: no recurring variance or recount pattern,N,9.25,Quarterly
2042,SKU0147,Fasteners 0147,Fasteners,Z3-B04,Z3,32,32,0,0,67.90,2172.80,0.00,0,N,13,0,0.00,183,N,Routine,Routine: no recurring variance or recount pattern,N,9.20,Quarterly
2043,SKU0195,Tools 0195,Tools,Z1-B04,Z1,35,35,0,0,5.50,192.50,0.00,0,N,13,0,0.00,183,N,Routine,Routine: no recurring variance or recount pattern,N,9.20,Quarterly
2044,SKU0018,Maintenance Parts 0018,Maintenance Parts,Z2-B01,Z2,46,46,0,0,70.60,3247.60,0.00,0,N,13,0,0.00,182,N,Routine,Routine: no recurring variance or recount pattern,N,9.15,Quarterly
2045,SKU0083,Safety Supplies 0083,Safety Supplies,Z1-B04,Z1,20,20,0,0,71.10,1422.00,0.00,0,N,13,0,0.00,182,N,Routine,Routine: no recurring variance or recount pattern,N,9.15,Quarterly
2046,SKU0098,Maintenance Parts 0098,Maintenance Parts,Z2-B03,Z2,768,768,0,0,6.60,5068.80,0.00,0,N,13,0,0.00,182,N,Routine,Routine: no recurring variance or recount pattern,N,9.15,Quarterly
2047,SKU0027,Fasteners 0027,Fasteners,Z2-B04,Z2,0,0,0,0,103.90,0.00,0.00,0,N,13,0,0.00,181,N,Routine,Routine: no recurring variance or recount pattern,N,9.10,Quarterly
2048,SKU0112,Electrical Components 0112,Electrical Components,Z1-B01,Z1,392,392,0,0,58.40,22892.80,0.00,0,N,13,0,0.00,181,N,Routine,Routine: no recurring variance or recount pattern,N,9.10,Quarterly
2049,SKU0130,Material Handling 0130,Material Handling,Z2-B01,Z2,10,10,0,0,5.00,50.00,0.00,0,N,13,0,0.00,181,N,Routine,Routine: no recurring variance or recount pattern,N,9.10,Quarterly
2050,SKU0169,Shipping Supplies 0169,Shipping Supplies,Z2-B04,Z2,452,452,0,0,29.30,13243.60,0.00,0,N,13,0,0.00,181,N,Routine,Routine: no recurring variance or recount pattern,N,9.10,Quarterly
2051,SKU0176,Consumables 0176,Consumables,Z2-B03,Z2,49,49,0,0,55.20,2704.80,0.00,0,N,13,0,0.00,181,N,Routine,Routine: no recurring variance or recount pattern,N,9.10,Quarterly
2052,SKU0292,Electrical Components 0292,Electrical Components,Z2-B01,Z2,672,672,0,0,4.40,2956.80,0.00,0,N,13,0,0.00,181,N,Routine,Routine: no recurring variance or recount pattern,N,9.10,Quarterly
2053,SKU0297,Fasteners 0297,Fasteners,Z1-B02,Z1,43,43,0,0,22.90,984.70,0.00,0,N,13,0,0.00,181,N,Routine,Routine: no recurring variance or recount pattern,N,9.10,Quarterly
2054,SKU0009,Shipping Supplies 0009,Shipping Supplies,Z1-B02,Z1,31,31,0,0,37.30,1156.30,0.00,0,N,13,0,0.00,179,N,Routine,Routine: no recurring variance or recount pattern,N,8.99,Quarterly
2055,SKU0091,Industrial Supplies 0091,Industrial Supplies,Z3-B02,Z3,976,976,0,0,100.70,98283.20,0.00,0,N,13,0,0.00,179,N,Routine,Routine: no recurring variance or recount pattern,N,8.99,Quarterly
2056,SKU0101,Industrial Supplies 0101,Industrial Supplies,Z3-B02,Z3,0,0,0,0,17.70,0.00,0.00,0,N,13,0,0.00,179,N,Routine,Routine: no recurring variance or recount pattern,N,8.99,Quarterly
2057,SKU0109,Shipping Supplies 0109,Shipping Supplies,Z2-B04,Z2,941,941,0,0,47.30,44509.30,0.00,0,N,13,0,0.00,179,N,Routine,Routine: no recurring variance or recount pattern,N,8.99,Quarterly
2058,SKU0129,Shipping Supplies 0129,Shipping Supplies,Z3-B02,Z3,0,0,0,0,121.30,0.00,0.00,0,N,13,0,0.00,179,N,Routine,Routine: no recurring variance or recount pattern,N,8.99,Quarterly
2059,SKU0189,Shipping Supplies 0189,Shipping Supplies,Z1-B04,Z1,599,599,0,0,103.30,61876.70,0.00,0,N,13,0,0.00,179,N,Routine,Routine: no recurring variance or recount pattern,N,8.99,Quarterly
2060,SKU0203,Safety Supplies 0203,Safety Supplies,Z1-B02,Z1,972,972,0,0,35.10,34117.20,0.00,0,N,13,0,0.00,179,N,Routine,Routine: no recurring variance or recount pattern,N,8.99,Quarterly
2061,SKU0294,Packaging 0294,Packaging,Z1-B03,Z1,722,722,0,0,11.80,8519.60,0.00,0,N,13,0,0.00,179,N,Routine,Routine: no recurring variance or recount pattern,N,8.99,Quarterly
2062,SKU0069,Shipping Supplies 0069,Shipping Supplies,Z3-B04,Z3,783,783,0,0,19.30,15111.90,0.00,0,N,13,0,0.00,178,N,Routine,Routine: no recurring variance or recount pattern,N,8.94,Quarterly
2063,SKU0136,Consumables 0136,Consumables,Z3-B01,Z3,919,919,0,0,27.20,24996.80,0.00,0,N,13,0,0.00,178,N,Routine,Routine: no recurring variance or recount pattern,N,8.94,Quarterly
2064,SKU0171,Industrial Supplies 0171,Industrial Supplies,Z3-B02,Z3,754,754,0,0,36.70,27671.80,0.00,0,N,13,0,0.00,178,N,Routine,Routine: no recurring variance or recount pattern,N,8.94,Quarterly
2065,SKU0229,Shipping Supplies 0229,Shipping Supplies,Z3-B04,Z3,825,825,0,0,11.30,9322.50,0.00,0,N,13,0,0.00,178,N,Routine,Routine: no recurring variance or recount pattern,N,8.94,Quarterly
2066,SKU0239,Shipping Supplies 0239,Shipping Supplies,Z1-B02,Z1,753,753,0,0,48.30,36369.90,0.00,0,N,13,0,0.00,178,N,Routine,Routine: no recurring variance or recount pattern,N,8.94,Quarterly
2067,SKU0264,Packaging 0264,Packaging,Z3-B01,Z3,646,646,0,0,20.80,13436.80,0.00,0,N,13,0,0.00,178,N,Routine,Routine: no recurring variance or recount pattern,N,8.94,Quarterly
2068,SKU0278,Maintenance Parts 0278,Maintenance Parts,Z2-B01,Z2,0,0,0,0,72.60,0.00,0.00,0,N,13,0,0.00,178,N,Routine,Routine: no recurring variance or recount pattern,N,8.94,Quarterly
2069,SKU0016,Consumables 0016,Consumables,Z2-B01,Z2,774,774,0,0,63.20,48916.80,0.00,0,N,13,0,0.00,177,N,Routine,Routine: no recurring variance or recount pattern,N,8.89,Quarterly
2070,SKU0046,Consumables 0046,Consumables,Z2-B03,Z2,354,354,0,0,54.20,19186.80,0.00,0,N,13,0,0.00,177,N,Routine,Routine: no recurring variance or recount pattern,N,8.89,Quarterly
2071,SKU0050,Material Handling 0050,Material Handling,Z1-B03,Z1,674,674,0,0,69.00,46506.00,0.00,0,N,13,0,0.00,177,N,Routine,Routine: no recurring variance or recount pattern,N,8.89,Quarterly
2072,SKU0084,Packaging 0084,Packaging,Z2-B01,Z2,332,332,0,0,74.80,24833.60,0.00,0,N,13,0,0.00,177,N,Routine,Routine: no recurring variance or recount pattern,N,8.89,Quarterly
2073,SKU0094,Packaging 0094,Packaging,Z1-B03,Z1,452,452,0,0,111.80,50533.60,0.00,0,N,13,0,0.00,177,N,Routine,Routine: no recurring variance or recount pattern,N,8.89,Quarterly
2074,SKU0114,Packaging 0114,Packaging,Z2-B03,Z2,584,584,0,0,65.80,38427.20,0.00,0,N,13,0,0.00,177,N,Routine,Routine: no recurring variance or recount pattern,N,8.89,Quarterly
2075,SKU0117,Fasteners 0117,Fasteners,Z2-B04,Z2,716,716,0,0,76.90,55060.40,0.00,0,N,13,0,0.00,177,N,Routine,Routine: no recurring variance or recount pattern,N,8.89,Quarterly
2076,SKU0119,Shipping Supplies 0119,Shipping Supplies,Z3-B04,Z3,31,31,0,0,84.30,2613.30,0.00,0,N,13,0,0.00,177,N,Routine,Routine: no recurring variance or recount pattern,N,8.89,Quarterly
2077,SKU0168,Maintenance Parts 0168,Maintenance Parts,Z2-B01,Z2,443,443,0,0,25.60,11340.80,0.00,0,N,13,0,0.00,177,N,Routine,Routine: no recurring variance or recount pattern,N,8.89,Quarterly
2078,SKU0186,Consumables 0186,Consumables,Z1-B03,Z1,389,389,0,0,92.20,35865.80,0.00,0,N,13,0,0.00,177,N,Routine,Routine: no recurring variance or recount pattern,N,8.89,Quarterly
2079,SKU0204,Packaging 0204,Packaging,Z1-B03,Z1,6,6,0,0,38.80,232.80,0.00,0,N,13,0,0.00,177,N,Routine,Routine: no recurring variance or recount pattern,N,8.89,Quarterly
2080,SKU0232,Electrical Components 0232,Electrical Components,Z1-B03,Z1,8,8,0,0,22.40,179.20,0.00,0,N,13,0,0.00,177,N,Routine,Routine: no recurring variance or recount pattern,N,8.89,Quarterly
2081,SKU0260,Material Handling 0260,Material Handling,Z1-B03,Z1,16,16,0,0,6.00,96.00,0.00,0,N,13,0,0.00,177,N,Routine,Routine: no recurring variance or recount pattern,N,8.89,Quarterly
2082,SKU0271,Industrial Supplies 0271,Industrial Supplies,Z1-B02,Z1,447,447,0,0,46.70,20874.90,0.00,0,N,13,0,0.00,177,N,Routine,Routine: no recurring variance or recount pattern,N,8.89,Quarterly
2083,SKU0063,Safety Supplies 0063,Safety Supplies,Z1-B02,Z1,795,795,0,0,117.10,93094.50,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2084,SKU0064,Packaging 0064,Packaging,Z3-B01,Z3,341,341,0,0,120.80,41192.80,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2085,SKU0081,Industrial Supplies 0081,Industrial Supplies,Z2-B04,Z2,925,925,0,0,63.70,58922.50,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2086,SKU0090,Material Handling 0090,Material Handling,Z1-B03,Z1,757,757,0,0,97.00,73429.00,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2087,SKU0100,Material Handling 0100,Material Handling,Z1-B01,Z1,888,888,0,0,14.00,12432.00,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2088,SKU0110,Material Handling 0110,Material Handling,Z1-B03,Z1,951,951,0,0,51.00,48501.00,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2089,SKU0111,Industrial Supplies 0111,Industrial Supplies,Z1-B02,Z1,1064,1064,0,0,54.70,58200.80,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2090,SKU0113,Safety Supplies 0113,Safety Supplies,Z3-B04,Z3,556,556,0,0,62.10,34527.60,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2091,SKU0162,Electrical Components 0162,Electrical Components,Z1-B03,Z1,711,711,0,0,123.40,87737.40,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2092,SKU0190,Material Handling 0190,Material Handling,Z1-B03,Z1,691,691,0,0,107.00,73937.00,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2093,SKU0205,Tools 0205,Tools,Z2-B04,Z2,464,464,0,0,42.50,19720.00,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2094,SKU0210,Material Handling 0210,Material Handling,Z2-B03,Z2,886,886,0,0,61.00,54046.00,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2095,SKU0213,Safety Supplies 0213,Safety Supplies,Z3-B04,Z3,327,327,0,0,72.10,23576.70,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2096,SKU0219,Shipping Supplies 0219,Shipping Supplies,Z3-B02,Z3,792,792,0,0,94.30,74685.60,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2097,SKU0259,Shipping Supplies 0259,Shipping Supplies,Z2-B04,Z2,3,3,0,0,122.30,366.90,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2098,SKU0279,Shipping Supplies 0279,Shipping Supplies,Z3-B02,Z3,481,481,0,0,76.30,36700.30,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2099,SKU0280,Material Handling 0280,Material Handling,Z3-B01,Z3,578,578,0,0,80.00,46240.00,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2100,SKU0287,Fasteners 0287,Fasteners,Z2-B04,Z2,4,4,0,0,105.90,423.60,0.00,0,N,13,0,0.00,176,N,Routine,Routine: no recurring variance or recount pattern,N,8.84,Quarterly
2101,SKU0026,Consumables 0026,Consumables,Z2-B03,Z2,964,964,0,0,100.20,96592.80,0.00,0,N,13,0,0.00,175,N,Routine,Routine: no recurring variance or recount pattern,N,8.79,Quarterly
2102,SKU0028,Maintenance Parts 0028,Maintenance Parts,Z2-B01,Z2,363,363,0,0,107.60,39058.80,0.00,0,N,13,0,0.00,175,N,Routine,Routine: no recurring variance or recount pattern,N,8.79,Quarterly
2103,SKU0041,Industrial Supplies 0041,Industrial Supplies,Z2-B04,Z2,714,714,0,0,35.70,25489.80,0.00,0,N,13,0,0.00,175,N,Routine,Routine: no recurring variance or recount pattern,N,8.79,Quarterly
2104,SKU0053,Safety Supplies 0053,Safety Supplies,Z1-B04,Z1,884,884,0,0,80.10,70808.40,0.00,0,N,13,0,0.00,175,N,Routine,Routine: no recurring variance or recount pattern,N,8.79,Quarterly
2105,SKU0068,Maintenance Parts 0068,Maintenance Parts,Z2-B01,Z2,539,539,0,0,15.60,8408.40,0.00,0,N,13,0,0.00,175,N,Routine,Routine: no recurring variance or recount pattern,N,8.79,Quarterly
2106,SKU0076,Consumables 0076,Consumables,Z3-B01,Z3,567,567,0,0,45.20,25628.40,0.00,0,N,13,0,0.00,175,N,Routine,Routine: no recurring variance or recount pattern,N,8.79,Quarterly
2107,SKU0085,Tools 0085,Tools,Z2-B04,Z2,504,504,0,0,78.50,39564.00,0.00,0,N,13,0,0.00,175,N,Routine,Routine: no recurring variance or recount pattern,N,8.79,Quarterly
2108,SKU0089,Shipping Supplies 0089,Shipping Supplies,Z2-B04,Z2,782,782,0,0,93.30,72960.60,0.00,0,N,13,0,0.00,175,N,Routine,Routine: no recurring variance or recount pattern,N,8.79,Quarterly
2109,SKU0103,Safety Supplies 0103,Safety Supplies,Z3-B02,Z3,512,512,0,0,25.10,12851.20,0.00,0,N,13,0,0.00,175,N,Routine,Routine: no recurring variance or recount pattern,N,8.79,Quarterly
2110,SKU0118,Maintenance Parts 0118,Maintenance Parts,Z1-B03,Z1,862,862,0,0,80.60,69477.20,0.00,0,N,13,0,0.00,175,N,Routine,Routine: no recurring variance or recount pattern,N,8.79,Quarterly
2111,SKU0123,Safety Supplies 0123,Safety Supplies,Z1-B02,Z1,543,543,0,0,99.10,53811.30,0.00,0,N,13,0,0.00,175,N,Routine,Routine: no recurring variance or recount pattern,N,8.79,Quarterly
2112,SKU0137,Fasteners 0137,Fasteners,Z2-B04,Z2,921,921,0,0,30.90,28458.90,0.00,0,N,13,0,0.00,175,N,Routine,Routine: no recurring variance or recount pattern,N,8.79,Quarterly
2113,SKU0138,Maintenance Parts 0138,Maintenance Parts,Z3-B01,Z3,19,19,0,0,34.60,657.40,0.00,0,N,13,0,0.00,175,N,Routine,Routine: no recurring variance or recount pattern,N,8.79,Quarterly
2114,SKU0164,Packaging 0164,Packaging,Z2-B01,Z2,739,739,0,0,10.80,7981.20,0.00,0,N,13,0,0.00,175,N,Routine,Routine: no recurring variance or recount pattern,N,8.79,Quarterly
