priority_rank,sku,product_name,category,supplier,location,zone,system_qty,physical_qty,quantity_variance,absolute_quantity_variance,unit_cost,inventory_value,cumulative_adjustment_value,average_daily_demand,days_of_supply,reorder_point,safety_stock,lead_time_days,stockout_risk_flag,historical_stockout_observation_count,variance_event_count,materiality_flag,risk_tier,risk_reason,current_action_flag,priority_score,recommended_count_frequency
2315,SKU0224,Packaging 0224,Packaging,Harbor Safety,Z1-B03,Z1,45,45,0,0.0,112.80,5076.00,0.00,11.33,3.97,84,10,6,Y,177,0,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,35.98,Weekly
2316,SKU0075,Tools 0075,Tools,Summit Packaging,Z2-B03,Z2,58,58,0,0.0,41.50,2407.00,0.00,11.36,5.11,45,25,7,Y,172,0,N,Watch,Watch: days of supply <= lead time,N,35.98,Monthly
2317,SKU0165,Tools 0165,Tools,Summit Packaging,Z1-B02,Z1,21,21,0,0.0,14.50,304.50,0.00,10.81,1.94,75,35,7,Y,80,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.97,Monthly
2318,SKU0273,Safety Supplies 0273,Safety Supplies,Cedar Components,Z3-B01,Z3,30,30,0,0.0,54.10,1623.00,0.00,11.36,2.64,63,15,7,Y,172,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.97,Monthly
2319,SKU0201,Industrial Supplies 0201,Industrial Supplies,Atlas Industrial,Z2-B02,Z2,21,21,0,0.0,27.70,581.70,0.00,11.19,1.88,71,15,7,Y,162,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.96,Monthly
2320,SKU0039,Shipping Supplies 0039,Shipping Supplies,Harbor Safety,Z1-B03,Z1,28,28,0,0.0,28.30,792.40,0.00,11.58,2.42,49,45,7,Y,147,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.96,Monthly
2321,SKU0255,Tools 0255,Tools,Summit Packaging,Z1-B02,Z1,0,0,0,0.0,107.50,0.00,0.00,11.17,0.00,25,45,7,Y,171,0,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,35.96,Weekly
2322,SKU0273,Safety Supplies 0273,Safety Supplies,Cedar Components,Z1-B02,Z1,0,0,0,0.0,54.10,0.00,0.00,11.36,0.00,63,15,7,Y,180,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.96,Weekly
2323,SKU0039,Shipping Supplies 0039,Shipping Supplies,Harbor Safety,Z3-B04,Z3,27,27,0,0.0,28.30,764.10,0.00,11.58,2.33,49,45,7,Y,178,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.95,Monthly
2324,SKU0165,Tools 0165,Tools,Summit Packaging,Z3-B04,Z3,45,45,0,0.0,14.50,652.50,0.00,10.81,4.16,75,35,7,Y,119,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.94,Monthly
2325,SKU0021,Industrial Supplies 0021,Industrial Supplies,Atlas Industrial,Z1-B01,Z1,29,29,0,0.0,81.70,2369.30,0.00,11.08,2.62,91,35,7,Y,179,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.93,Monthly
2326,SKU0021,Industrial Supplies 0021,Industrial Supplies,Atlas Industrial,Z2-B02,Z2,0,0,0,0.0,81.70,0.00,0.00,11.08,0.00,91,35,7,Y,178,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.93,Weekly
2327,SKU0118,Maintenance Parts 0118,Maintenance Parts,Cedar Components,Z1-B02,Z1,865,865,0,10.0,80.60,69719.00,806.00,11.75,73.62,38,40,20,N,18,5,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,35.92,Monthly
2328,SKU0291,Industrial Supplies 0291,Industrial Supplies,Atlas Industrial,Z3-B03,Z3,20,20,0,0.0,120.70,2414.00,0.00,11.25,1.78,21,25,7,Y,151,0,Y,Critical,Critical: physical quantity <= safety stock with materiality and current stockout-risk condition,Y,35.92,Weekly
2329,SKU0111,Industrial Supplies 0111,Industrial Supplies,Atlas Industrial,Z1-B01,Z1,31,31,0,0.0,54.70,1695.70,0.00,10.83,2.86,41,45,7,Y,168,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.90,Monthly
2330,SKU0003,Safety Supplies 0003,Safety Supplies,Cedar Components,Z1-B04,Z1,39,39,0,0.0,15.10,588.90,0.00,11.19,3.48,53,25,7,Y,158,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.89,Monthly
2331,SKU0206,Consumables 0206,Consumables,Atlas Industrial,Z2-B02,Z2,65,65,0,0.0,46.20,3003.00,0.00,11.75,5.53,46,40,6,Y,98,0,N,Watch,Watch: days of supply <= lead time,N,35.88,Monthly
2332,SKU0116,Consumables 0116,Consumables,Atlas Industrial,Z1-B01,Z1,73,73,0,0.0,73.20,5343.60,0.00,11.39,6.41,96,30,6,Y,163,0,N,Watch,Watch: physical quantity <= reorder point,N,35.88,Monthly
2333,SKU0260,Material Handling 0260,Material Handling,Summit Packaging,Z1-B01,Z1,0,0,0,1.0,6.00,0.00,6.00,11.42,0.00,80,30,6,Y,173,1,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.87,Weekly
2334,SKU0147,Fasteners 0147,Fasteners,Blue Ridge Supply,Z2-B01,Z2,17,17,0,0.0,67.90,1154.30,0.00,11.22,1.51,37,25,7,Y,156,0,N,Critical,Critical: days of supply <= 0.25 lead time,Y,35.86,Weekly
2335,SKU0225,Tools 0225,Tools,Summit Packaging,Z2-B01,Z2,311,311,0,8.0,116.50,36231.50,932.00,11.25,27.64,95,15,13,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,35.86,Monthly
2336,SKU0201,Industrial Supplies 0201,Industrial Supplies,Atlas Industrial,Z1-B01,Z1,33,33,0,0.0,27.70,914.10,0.00,11.19,2.95,71,15,7,Y,171,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.85,Monthly
2337,SKU0237,Fasteners 0237,Fasteners,Blue Ridge Supply,Z2-B01,Z2,8,8,0,0.0,40.90,327.20,0.00,11.58,0.69,67,35,7,Y,164,0,N,Critical,Critical: days of supply <= 0.25 lead time,Y,35.82,Weekly
2338,SKU0193,Safety Supplies 0193,Safety Supplies,Cedar Components,Z3-B01,Z3,53,53,0,0.0,118.10,6259.30,0.00,11.58,4.58,63,15,5,Y,166,0,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,35.80,Weekly
2339,SKU0296,Consumables 0296,Consumables,Atlas Industrial,Z2-B02,Z2,69,69,0,0.0,19.20,1324.80,0.00,11.19,6.16,76,10,6,Y,166,0,N,Watch,Watch: physical quantity <= reorder point,N,35.79,Monthly
2340,SKU0129,Shipping Supplies 0129,Shipping Supplies,Harbor Safety,Z2-B02,Z2,298,298,0,8.0,121.30,36147.40,970.40,11.64,25.60,79,15,7,N,26,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,35.79,Monthly
2341,SKU0021,Industrial Supplies 0021,Industrial Supplies,Atlas Industrial,Z3-B03,Z3,0,0,0,0.0,81.70,0.00,0.00,11.08,0.00,91,35,7,Y,173,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.79,Weekly
2342,SKU0111,Industrial Supplies 0111,Industrial Supplies,Atlas Industrial,Z3-B03,Z3,0,0,0,0.0,54.70,0.00,0.00,10.83,0.00,41,45,7,Y,180,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.79,Weekly
2343,SKU0044,Packaging 0044,Packaging,Harbor Safety,Z2-B04,Z2,0,0,0,0.0,46.80,0.00,0.00,10.92,0.00,24,30,6,Y,167,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.79,Weekly
2344,SKU0134,Packaging 0134,Packaging,Harbor Safety,Z2-B04,Z2,0,0,0,0.0,19.80,0.00,0.00,10.97,0.00,54,40,6,Y,168,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.79,Weekly
2345,SKU0258,Maintenance Parts 0258,Maintenance Parts,Cedar Components,Z1-B01,Z1,314,314,0,8.0,118.60,37240.40,948.80,11.36,27.64,58,20,10,N,21,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,35.75,Monthly
2346,SKU0080,Material Handling 0080,Material Handling,Summit Packaging,Z2-B03,Z2,33,33,0,0.0,60.00,1980.00,0.00,11.00,3.00,20,10,6,Y,169,0,N,Watch,Watch: days of supply <= lead time,N,35.75,Monthly
2347,SKU0080,Material Handling 0080,Material Handling,Summit Packaging,Z1-B02,Z1,0,0,0,0.0,60.00,0.00,0.00,11.00,0.00,20,10,6,Y,180,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.74,Weekly
2348,SKU0170,Material Handling 0170,Material Handling,Summit Packaging,Z1-B02,Z1,0,0,0,0.0,33.00,0.00,0.00,11.36,0.00,50,20,6,Y,177,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.74,Weekly
2349,SKU0260,Material Handling 0260,Material Handling,Summit Packaging,Z1-B02,Z1,0,0,0,0.0,6.00,0.00,0.00,11.42,0.00,80,30,6,Y,177,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.74,Weekly
2350,SKU0170,Material Handling 0170,Material Handling,Summit Packaging,Z2-B03,Z2,53,53,0,0.0,33.00,1749.00,0.00,11.36,4.67,50,20,6,Y,75,0,N,Watch,Watch: days of supply <= lead time,N,35.73,Monthly
2351,SKU0153,Safety Supplies 0153,Safety Supplies,Cedar Components,Z3-B03,Z3,531,531,0,10.0,90.10,47843.10,901.00,11.08,47.91,23,15,13,N,23,5,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,35.73,Monthly
2352,SKU0170,Material Handling 0170,Material Handling,Summit Packaging,Z3-B04,Z3,17,17,0,0.0,33.00,561.00,0.00,11.36,1.50,50,20,6,Y,164,0,N,Critical,Critical: days of supply <= 0.25 lead time,Y,35.73,Weekly
2353,SKU0080,Material Handling 0080,Material Handling,Summit Packaging,Z3-B04,Z3,8,8,0,0.0,60.00,480.00,0.00,11.00,0.73,20,10,6,Y,153,0,N,Critical,Critical: days of supply <= 0.25 lead time,Y,35.72,Weekly
2354,SKU0085,Tools 0085,Tools,Summit Packaging,Z3-B04,Z3,53,53,0,0.0,78.50,4160.50,0.00,11.64,4.55,75,35,5,Y,154,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.71,Monthly
2355,SKU0044,Packaging 0044,Packaging,Harbor Safety,Z1-B03,Z1,0,0,0,0.0,46.80,0.00,0.00,10.92,0.00,24,30,6,Y,168,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.70,Weekly
2356,SKU0218,Maintenance Parts 0218,Maintenance Parts,Cedar Components,Z1-B01,Z1,270,270,0,10.0,90.60,24462.00,906.00,11.47,23.54,98,20,18,N,129,5,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,35.66,Monthly
2357,SKU0260,Material Handling 0260,Material Handling,Summit Packaging,Z2-B03,Z2,0,0,0,0.0,6.00,0.00,0.00,11.42,0.00,80,30,6,Y,180,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.64,Weekly
2358,SKU0211,Industrial Supplies 0211,Industrial Supplies,Atlas Industrial,Z2-B02,Z2,36,36,0,0.0,64.70,2329.20,0.00,11.17,3.22,21,25,5,Y,178,0,N,Watch,Watch: days of supply <= lead time,N,35.63,Monthly
2359,SKU0062,Electrical Components 0062,Electrical Components,Blue Ridge Supply,Z2-B01,Z2,7,7,0,0.0,113.40,793.80,0.00,11.42,0.61,62,40,6,Y,159,0,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,35.63,Weekly
2360,SKU0242,Electrical Components 0242,Electrical Components,Blue Ridge Supply,Z3-B02,Z3,0,0,0,0.0,59.40,0.00,0.00,10.92,0.00,42,20,6,Y,180,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.63,Weekly
2361,SKU0085,Tools 0085,Tools,Summit Packaging,Z1-B02,Z1,22,22,0,0.0,78.50,1727.00,0.00,11.64,1.89,75,35,5,Y,179,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.62,Monthly
2362,SKU0031,Industrial Supplies 0031,Industrial Supplies,Atlas Industrial,Z1-B01,Z1,37,37,0,0.0,118.70,4391.90,0.00,11.36,3.26,41,45,5,Y,171,0,Y,Critical,Critical: physical quantity <= safety stock with materiality and current stockout-risk condition,Y,35.62,Weekly
2363,SKU0288,Maintenance Parts 0288,Maintenance Parts,Cedar Components,Z1-B04,Z1,64,64,0,0.0,109.60,7014.40,0.00,10.97,5.83,68,10,4,Y,68,0,Y,Watch,Watch: physical quantity <= reorder point,N,35.61,Monthly
2364,SKU0026,Consumables 0026,Consumables,Atlas Industrial,Z3-B03,Z3,3,3,0,0.0,100.20,300.60,0.00,11.33,0.26,66,20,6,Y,135,0,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,35.59,Weekly
2365,SKU0206,Consumables 0206,Consumables,Atlas Industrial,Z1-B01,Z1,0,0,0,0.0,46.20,0.00,0.00,11.75,0.00,46,40,6,Y,168,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.59,Weekly
2366,SKU0152,Electrical Components 0152,Electrical Components,Blue Ridge Supply,Z2-B01,Z2,0,0,0,0.0,86.40,0.00,0.00,11.47,0.00,92,10,6,Y,180,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.58,Weekly
2367,SKU0242,Electrical Components 0242,Electrical Components,Blue Ridge Supply,Z2-B01,Z2,0,0,0,0.0,59.40,0.00,0.00,10.92,0.00,42,20,6,Y,161,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.58,Weekly
2368,SKU0013,Safety Supplies 0013,Safety Supplies,Cedar Components,Z1-B04,Z1,52,52,0,0.0,52.10,2709.20,0.00,11.17,4.66,83,35,5,Y,180,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.58,Monthly
2369,SKU0044,Packaging 0044,Packaging,Harbor Safety,Z3-B03,Z3,0,0,0,0.0,46.80,0.00,0.00,10.92,0.00,24,30,6,Y,167,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.57,Weekly
2370,SKU0116,Consumables 0116,Consumables,Atlas Industrial,Z3-B03,Z3,0,0,0,0.0,73.20,0.00,0.00,11.39,0.00,96,30,6,Y,177,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.57,Weekly
2371,SKU0049,Shipping Supplies 0049,Shipping Supplies,Harbor Safety,Z2-B04,Z2,0,0,0,0.0,65.30,0.00,0.00,11.25,0.00,79,15,5,Y,178,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.57,Weekly
2372,SKU0139,Shipping Supplies 0139,Shipping Supplies,Harbor Safety,Z2-B04,Z2,0,0,0,0.0,38.30,0.00,0.00,11.61,0.00,29,25,5,Y,171,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.57,Weekly
2373,SKU0175,Tools 0175,Tools,Summit Packaging,Z1-B02,Z1,13,13,0,0.0,51.50,669.50,0.00,11.08,1.17,25,45,5,Y,114,0,N,Critical,Critical: days of supply <= 0.25 lead time,Y,35.57,Weekly
2374,SKU0127,Fasteners 0127,Fasteners,Blue Ridge Supply,Z2-B03,Z2,423,423,0,8.0,113.90,48179.70,911.20,11.58,36.52,57,45,11,N,22,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,35.56,Monthly
2375,SKU0121,Industrial Supplies 0121,Industrial Supplies,Atlas Industrial,Z2-B02,Z2,10,10,0,0.0,91.70,917.00,0.00,10.81,0.93,71,15,5,Y,169,0,N,Critical,Critical: days of supply <= 0.25 lead time,Y,35.55,Weekly
2376,SKU0265,Tools 0265,Tools,Summit Packaging,Z1-B02,Z1,16,16,0,0.0,24.50,392.00,0.00,10.83,1.48,55,15,5,Y,140,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.55,Monthly
2377,SKU0063,Safety Supplies 0063,Safety Supplies,Cedar Components,Z2-B03,Z2,228,228,0,8.0,117.10,26698.80,936.80,11.64,19.59,73,45,13,N,70,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,35.52,Monthly
2378,SKU0103,Safety Supplies 0103,Safety Supplies,Cedar Components,Z3-B01,Z3,48,48,0,0.0,25.10,1204.80,0.00,11.22,4.28,33,45,5,Y,110,0,N,Watch,Watch: days of supply <= lead time,N,35.52,Monthly
2379,SKU0157,Fasteners 0157,Fasteners,Blue Ridge Supply,Z2-B01,Z2,24,24,0,0.0,104.90,2517.60,0.00,11.19,2.14,67,35,5,Y,123,0,Y,Critical,Critical: physical quantity <= safety stock with materiality and current stockout-risk condition,Y,35.51,Weekly
2380,SKU0247,Fasteners 0247,Fasteners,Blue Ridge Supply,Z3-B02,Z3,21,21,0,0.0,77.90,1635.90,0.00,11.25,1.87,97,45,5,Y,178,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.50,Monthly
2381,SKU0283,Safety Supplies 0283,Safety Supplies,Cedar Components,Z1-B04,Z1,13,13,0,0.0,91.10,1184.30,0.00,11.64,1.12,93,25,5,Y,180,0,N,Critical,Critical: days of supply <= 0.25 lead time,Y,35.50,Weekly
2382,SKU0211,Industrial Supplies 0211,Industrial Supplies,Atlas Industrial,Z3-B03,Z3,38,38,0,0.0,64.70,2458.60,0.00,11.17,3.40,21,25,5,Y,42,0,N,Watch,Watch: days of supply <= lead time,N,35.50,Monthly
2383,SKU0144,Packaging 0144,Packaging,Harbor Safety,Z1-B03,Z1,59,59,0,0.0,56.80,3351.20,0.00,10.94,5.39,84,10,4,Y,154,0,N,Watch,Watch: physical quantity <= reorder point,N,35.46,Monthly
2384,SKU0108,Maintenance Parts 0108,Maintenance Parts,Cedar Components,Z3-B01,Z3,87,87,0,0.0,43.60,3793.20,0.00,11.47,7.58,88,30,4,Y,134,0,N,Watch,Watch: physical quantity <= reorder point,N,35.45,Monthly
2385,SKU0265,Tools 0265,Tools,Summit Packaging,Z2-B03,Z2,15,15,0,0.0,24.50,367.50,0.00,10.83,1.38,55,15,5,Y,100,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.44,Monthly
2386,SKU0223,Safety Supplies 0223,Safety Supplies,Cedar Components,Z2-B02,Z2,375,375,0,8.0,109.10,40912.50,872.80,11.19,33.50,73,45,17,N,46,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,35.44,Monthly
2387,SKU0090,Material Handling 0090,Material Handling,Summit Packaging,Z3-B04,Z3,31,31,0,0.0,97.00,3007.00,0.00,10.97,2.83,50,20,4,Y,168,0,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,35.43,Weekly
2388,SKU0103,Safety Supplies 0103,Safety Supplies,Cedar Components,Z1-B04,Z1,0,0,0,0.0,25.10,0.00,0.00,11.22,0.00,33,45,5,Y,164,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.43,Weekly
2389,SKU0121,Industrial Supplies 0121,Industrial Supplies,Atlas Industrial,Z3-B02,Z3,0,0,0,0.0,91.70,0.00,0.00,10.81,0.00,71,15,5,Y,176,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.41,Weekly
2390,SKU0254,Packaging 0254,Packaging,Harbor Safety,Z3-B02,Z3,573,573,0,8.0,103.80,59477.40,830.40,10.94,52.36,94,40,18,N,27,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,35.39,Monthly
2391,SKU0067,Fasteners 0067,Fasteners,Blue Ridge Supply,Z2-B01,Z2,26,26,0,0.0,11.90,309.40,0.00,10.83,2.40,37,25,5,Y,103,0,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,35.39,Monthly
2392,SKU0054,Packaging 0054,Packaging,Harbor Safety,Z2-B04,Z2,5,5,0,0.0,83.80,419.00,0.00,11.19,0.45,54,40,4,Y,132,0,N,Critical,Critical: days of supply <= 0.25 lead time,Y,35.38,Weekly
2393,SKU0121,Industrial Supplies 0121,Industrial Supplies,Atlas Industrial,Z1-B01,Z1,0,0,0,0.0,91.70,0.00,0.00,10.81,0.00,71,15,5,Y,180,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.37,Weekly
2394,SKU0121,Industrial Supplies 0121,Industrial Supplies,Atlas Industrial,Z3-B03,Z3,1,1,0,0.0,91.70,91.70,0.00,10.81,0.09,71,15,5,Y,161,0,N,Critical,Critical: days of supply <= 0.25 lead time,Y,35.36,Weekly
2395,SKU0031,Industrial Supplies 0031,Industrial Supplies,Atlas Industrial,Z3-B03,Z3,0,0,0,0.0,118.70,0.00,0.00,11.36,0.00,41,45,5,Y,178,0,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,35.36,Weekly
2396,SKU0072,Electrical Components 0072,Electrical Components,Blue Ridge Supply,Z3-B02,Z3,79,79,0,0.0,30.40,2401.60,0.00,11.39,6.94,92,10,4,Y,75,0,N,Watch,Watch: physical quantity <= reorder point,N,35.33,Monthly
2397,SKU0090,Material Handling 0090,Material Handling,Summit Packaging,Z1-B02,Z1,0,0,0,0.0,97.00,0.00,0.00,10.97,0.00,50,20,4,Y,170,0,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,35.31,Weekly
2398,SKU0180,Material Handling 0180,Material Handling,Summit Packaging,Z1-B02,Z1,0,0,0,0.0,70.00,0.00,0.00,11.33,0.00,80,30,4,Y,180,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.31,Weekly
2399,SKU0270,Material Handling 0270,Material Handling,Summit Packaging,Z3-B04,Z3,5,5,0,0.0,43.00,215.00,0.00,11.39,0.44,30,40,4,Y,145,0,N,Critical,Critical: days of supply <= 0.25 lead time,Y,35.28,Weekly
2400,SKU0094,Packaging 0094,Packaging,Harbor Safety,Z3-B03,Z3,363,363,0,8.0,111.80,40583.40,894.40,11.39,31.87,94,40,14,N,61,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,35.24,Monthly
2401,SKU0018,Maintenance Parts 0018,Maintenance Parts,Cedar Components,Z1-B04,Z1,0,0,0,0.0,70.60,0.00,0.00,11.42,0.00,58,20,4,Y,115,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.22,Weekly
2402,SKU0180,Material Handling 0180,Material Handling,Summit Packaging,Z2-B03,Z2,0,0,0,0.0,70.00,0.00,0.00,11.33,0.00,80,30,4,Y,166,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.21,Weekly
2403,SKU0270,Material Handling 0270,Material Handling,Summit Packaging,Z2-B03,Z2,0,0,0,0.0,43.00,0.00,0.00,11.39,0.00,30,40,4,Y,169,0,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,35.21,Weekly
2404,SKU0162,Electrical Components 0162,Electrical Components,Blue Ridge Supply,Z3-B02,Z3,0,0,0,0.0,123.40,0.00,0.00,11.75,0.00,42,20,4,Y,142,0,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,35.20,Weekly
2405,SKU0252,Electrical Components 0252,Electrical Components,Blue Ridge Supply,Z3-B02,Z3,0,0,0,0.0,96.40,0.00,0.00,11.19,0.00,72,30,4,Y,180,0,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,35.20,Weekly
2406,SKU0162,Electrical Components 0162,Electrical Components,Blue Ridge Supply,Z2-B03,Z2,242,242,0,8.0,123.40,29862.80,987.20,11.75,20.60,42,20,4,N,0,4,Y,Watch,Watch: materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,35.19,Monthly
